0.431 0.799 26.4 2.9 2.4 -1
0.493 0.742 26.2 6.8 1.6 -1
0.467 0.643 18 3.1 1.5 -1
0.49 0.586 13.5 3.5 0.6 -1
0.448 0.821 28.3 2 4.5 -1
0.457 0.725 23.2 4.4 1.6 -1
0.504 0.655 29.7 7.4 2.3 -1
0.459 0.824 25.7 1.9 1.8 -1
0.492 0.621 17.5 4.6 1 -1
0.498 0.807 27.2 2 2.9 1
0.469 0.788 19.8 1.9 4 -1
0.499 0.741 30.7 6.8 1 -1
0.535 0.703 21.5 4.9 1 -1
0.471 0.814 22.8 3.5 1.4 -1
0.471 0.761 31.4 9.5 2.5 -1
0.48 0.726 29.7 6.8 1.8 -1
0.532 0.747 36.5 9.5 3.7 1
0.446 0.72 30.9 4.3 3.9 -1
0.461 0.81 24.5 2.2 1.5 -1
0.431 0.765 22.5 2.8 1.6 -1
0.441 0.739 25.1 4.7 1.6 -1
0.483 0.654 15.2 4.8 0.6 -1
0.409 0.736 34.9 4.1 6.7 -1
0.406 0.833 33.2 3.5 6.1 -1
0.466 0.67 29.5 9.8 1.9 -1
0.435 0.746 32.7 5.6 4.4 1
0.427 0.716 28.6 4.7 2.1 -1
0.533 0.774 30.4 9.2 2.3 1
0.439 0.819 23.8 4.8 1 -1
0.51 0.542 13.9 3.5 0.6 -1
0.442 0.777 31.1 5.3 1.8 -1
0.467 0.798 25.7 1.8 5.2 -1
0.453 0.764 23.1 2.1 3.7 -1
0.452 0.759 36.3 3.6 9.3 1
0.473 0.849 29.6 3.8 3 -1
0.516 0.676 20.4 5.2 0.9 -1
0.493 0.875 24.4 2.4 1.9 -1
0.393 0.8 11.4 1.2 2.3 -1
0.503 0.78 20 3.4 1.1 -1
0.456 0.79 22 3.1 1.5 -1
0.46 0.843 34.5 2.2 4.5 1
0.452 0.848 24.9 2.1 5.3 -1
0.521 0.584 31.7 13.1 1.8 1
0.506 0.714 22.1 4.5 1.2 -1
0.464 0.868 25.2 2.5 5.8 -1
0.412 0.816 14.6 1.3 2.1 -1
0.48 0.82 29.7 6.7 2.6 -1
0.443 0.812 31.7 3.8 2.7 -1
0.435 0.731 26.2 6.7 1.4 -1
0.407 0.827 20.4 1.7 3.5 -1
0.439 0.741 17.8 3.9 1 -1
0.505 0.768 22.4 2.3 2.2 -1
0.449 0.863 19 2.1 3.9 -1
0.488 0.824 32.6 4.3 2.6 -1
0.44 0.733 15.8 2.8 1.1 -1
0.403 0.782 23 3.4 4.2 -1
0.501 0.582 11.6 2.6 0.3 -1
0.444 0.761 18.4 3.7 0.8 -1
0.468 0.851 29.4 2.7 4.9 -1
0.532 0.755 11 3.7 0.6 -1
0.472 0.84 27.2 4 2.1 -1
0.572 0.634 21.8 5.5 1.2 -1
0.416 0.705 21.4 2.7 3.8 -1
0.511 0.851 27.9 3 3.8 1
0.407 0.83 18.1 1.8 3.2 -1
0.493 0.82 19.3 1.4 3.5 -1
0.481 0.733 17.3 3.2 1.4 -1
0.479 0.737 12.8 2.8 1 -1
0.501 0.873 25.9 2.2 4 -1
0.458 0.649 28.8 7.9 1 -1
0.48 0.618 19.4 4.5 0.9 -1
0.546 0.755 33.4 8 2.6 -1
0.457 0.565 8.2 1.2 0.5 -1
0.506 0.681 16.7 2.3 0.7 -1
0.476 0.782 29.3 2.5 5.5 -1
0.535 0.765 19.8 5 0.9 -1
0.416 0.605 10.6 2.4 0.5 -1
0.449 0.772 15 2.1 0.9 -1
0.496 0.877 31.5 3.4 4.9 -1
0.52 0.649 20.1 4.7 0.9 -1
0.489 0.776 28.4 6.9 1.2 -1
0.485 0.648 19.6 4 0.9 -1
0.431 0.741 31.6 4.5 2.9 -1
0.47 0.744 20.8 4.8 0.6 -1
0.48 0.677 19.4 5 0.6 -1
0.479 0.864 17.8 1.2 1.8 -1
0.383 0.71 12.2 0.9 2.7 -1
0.44 0.606 20.6 7.5 0.6 -1
0.436 0.73 16.4 1.3 2.8 -1
0.5 0.753 24.2 5.3 1.2 -1
0.534 0.639 23 5.9 2.2 -1
0.462 0.811 22.6 4.1 1.7 -1
0.455 0.69 17.5 4.4 0.7 -1
0.452 0.793 18 2.7 1.1 -1
0.457 0.795 21.7 4.9 1.2 -1
0.421 0.668 16 1.8 2.1 -1
0.505 0.535 23.5 6.7 0.7 -1
0.509 0.692 33.2 8.1 2.2 -1
0.425 0.655 9.6 2.7 0.2 -1
0.515 0.577 15.6 4.9 0.8 -1
0.478 0.707 16.9 3.3 0.9 -1
0.477 0.856 23.8 1.8 3.3 -1
0.447 0.729 26.3 4.2 3.7 -1
0.42 0.665 8 0.5 1.2 -1
0.471 0.587 15.4 4.2 0.7 -1
0.44 0.618 15.9 3.6 0.9 -1
0.481 0.637 19.6 4.4 0.9 -1
0.438 0.696 12.3 3.1 0.6 -1
0.401 0.798 16.5 1.6 2.4 -1
0.5 0.736 33 8.5 2.1 1
0.415 0.716 32.4 4.6 2.7 -1
0.407 0.459 14.4 3.9 0.6 -1
0.435 0.691 20.9 4.6 1.2 -1
0.459 0.704 20.1 5.3 0.5 -1
0.487 0.714 14.3 3.4 0.5 -1
0.545 0.642 24.9 5.2 0.5 -1
0.445 0.765 25.3 2.8 1.8 -1
0.408 0.866 17.7 1.7 1.3 -1
0.433 0.771 29.7 6.2 3.3 -1
0.507 0.618 17.4 4.2 0.4 -1
0.468 0.59 23.2 5.4 1.4 -1
0.425 0.811 23.8 2.1 3.9 -1
0.481 0.629 29.4 6.7 2.8 -1
0.441 0.696 14.4 3.3 0.8 -1
0.417 0.691 17.6 1.8 2.2 -1
0.425 0.743 26.6 3.9 2.3 -1
0.353 0.769 15.5 1.1 3.3 -1
0.521 0.769 32.4 5.1 3 1
0.494 0.734 28.6 7.4 1.1 -1
0.422 0.764 14.8 1.5 3.1 -1
0.495 0.692 29.8 8.2 3.1 -1
0.431 0.69 16 1.6 1.9 -1
0.46 0.699 24.7 5.9 1.1 -1
0.427 0.799 24.7 2.6 2.4 -1
0.446 0.652 22.8 5 1.4 -1
0.405 0.794 32.9 2.9 6.6 -1
0.437 0.809 34.4 4 2.9 1
0.399 0.817 25.4 2.1 3 -1
0.517 0.641 24.6 4.2 1.8 -1
0.392 0.721 18.5 3.1 0.9 -1
0.457 0.527 11.8 2.6 0.4 -1
0.462 0.76 25.5 7.1 1.1 -1
0.44 0.742 23.6 4.6 1.7 -1
0.432 0.768 16 1.5 2.1 -1
0.53 0.594 22 5.8 1 -1
0.49 0.726 20.2 4 0.8 -1
0.419 0.796 30.3 4 5.7 1
0.462 0.76 21.2 4.9 1.5 -1
0.471 0.743 30.3 7.5 1.5 -1
0.457 0.716 23.5 6.3 0.7 -1
