368,David Robinson,10,10,1987,1,SAS,United States Naval Academy,14,987,34271,20790,10497,2441,0.518,0.25,0.736,34.7,21.1,10.6,2.5,178.7,0.25,7.4,80.9,Bob Bass,5425 days 00:00:00.000000000,13,8,1,0,0,0,0,0
370,Greg Anderson,0,0,1987,23,SAS,University of Houston,10,680,14040,4953,4246,385,0.492,0.087,0.557,20.6,7.3,6.2,0.6,18.7,0.064,-2.7,-2.6,Bob Bass,5425 days 00:00:00.000000000,13,8,1,0,0,0,0,0
376,Willie Anderson,0,0,1988,10,SAS,University of Georgia,9,555,15974,6771,2082,2105,0.471,0.266,0.786,28.8,12.2,3.8,3.8,27.9,0.084,0,8.3,Bob Bass,5425 days 00:00:00.000000000,13,9,1,0,0,0,0,0
380,Sean Elliott,0,0,1989,3,SAS,University of Arizona,12,742,24502,10544,3204,1897,0.465,0.375,0.799,33,14.2,4.3,2.6,55.7,0.109,0.6,16.1,Bob Bass,5425 days 00:00:00.000000000,13,10,1,0,0,0,0,0
381,Dwayne Schintzius,0,0,1990,24,SAS,University of Florida,8,217,1950,587,536,93,0.404,0.125,0.638,9,2.7,2.5,0.4,1,0.024,-4.9,-1.4,Bob Bass,5425 days 00:00:00.000000000,13,11,1,0,0,0,0,0
382,Tony Massenburg,0,0,1990,43,SAS,University of Maryland,13,683,12291,4238,2964,266,0.47,0.091,0.705,18,6.2,4.3,0.4,15.6,0.061,-4.6,-8,Bob Bass,5425 days 00:00:00.000000000,13,11,1,0,0,0,0,0
383,Sean Higgins,0,0,1990,54,SAS,University of Michigan,6,220,3334,1375,402,226,0.428,0.321,0.85,15.2,6.3,1.8,1,0.4,0.006,-5.2,-2.7,Bob Bass,5425 days 00:00:00.000000000,13,11,1,0,0,0,0,0
385,Tracy Murray,0,0,1992,18,SAS,"University of California, Los Angeles",12,659,12103,5943,1649,508,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096,-1.6,1.4,Bob Bass,5425 days 00:00:00.000000000,13,13,1,0,0,0,0,0
387,Chris Whitney,0,0,1993,47,SAS,Clemson University,11,579,10052,3738,815,1613,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,-1.2,2,Bob Bass,5425 days 00:00:00.000000000,13,14,1,0,0,0,0,0
389,Kobe Bryant,15,18,1996,13,NOH,0,20,1346,48637,33643,7047,6306,0.447,0.329,0.837,36.1,25,5.2,4.7,172.7,0.17,3.9,72.1,Bob Bass,3292 days 00:00:00.000000000,13,16,0,0,0,0,0,0
